7.736831665039062500e+00,7.937972545623779297e+00,8.306396484375000000e+00,9.750522613525390625e+00,nan,nan,nan,nan,nan,nan
7.916597843170166016e+00,8.060392379760742188e+00,8.195178031921386719e+00,8.766464233398437500e+00,nan,nan,nan,nan,nan,nan
7.794756412506103516e+00,7.850532054901123047e+00,7.875316619873046875e+00,8.411569595336914062e+00,nan,nan,nan,nan,nan,nan
7.871104240417480469e+00,7.828791141510009766e+00,7.835533618927001953e+00,7.929512500762939453e+00,8.070661544799804688e+00,nan,nan,nan,nan,nan
7.955125808715820312e+00,7.992889404296875000e+00,7.953240394592285156e+00,7.871639251708984375e+00,7.903537273406982422e+00,7.987966060638427734e+00,9.767699241638183594e+00,nan,nan,nan
7.923794269561767578e+00,7.883255004882812500e+00,7.883819580078125000e+00,7.973214626312255859e+00,7.935875892639160156e+00,7.988231182098388672e+00,8.396807670593261719e+00,nan,nan,nan
7.968011856079101562e+00,7.957559108734130859e+00,7.949769496917724609e+00,7.975563526153564453e+00,7.985869884490966797e+00,8.035438537597656250e+00,8.222779273986816406e+00,1.006195449829101562e+01,nan,nan
7.997808456420898438e+00,7.995541095733642578e+00,8.001301765441894531e+00,8.053279876708984375e+00,8.040079116821289062e+00,7.976385116577148438e+00,8.258547782897949219e+00,9.077909469604492188e+00,nan,nan
8.021523475646972656e+00,8.017082214355468750e+00,8.019418716430664062e+00,8.015553474426269531e+00,7.976211071014404297e+00,7.974735736846923828e+00,8.379386901855468750e+00,8.472531318664550781e+00,9.747137069702148438e+00,nan
8.137342453002929688e+00,8.124679565429687500e+00,8.118286132812500000e+00,8.114796638488769531e+00,8.097857475280761719e+00,8.187531471252441406e+00,8.499617576599121094e+00,8.235536575317382812e+00,8.302058219909667969e+00,nan
